Size,Location,Year of Construction,Number of Rooms,Garden Size,Urban,House Price
870.9640706730456,0,1957,6,357.06677011122855,1,919305.527101132
930.7731300686282,0,1954,8,512.8954542860447,0,1209479.9686461529
745.2476638796613,0,1993,6,190.942361379591,1,709148.1298048877
110.88733157286704,3,1963,6,407.2845377151571,1,532924.5544326565
138.8279731124291,3,2009,7,528.8297242285091,0,622174.7644383829
619.9512074417959,0,2007,9,249.58371404703783,1,851941.6363617105
798.2220169613979,3,1992,6,310.86026482008845,0,862682.5887012252
227.2918563441002,3,1974,10,853.8440189157162,1,952181.40725874
912.267558000704,3,2009,4,404.3323302880357,1,918145.0862225203
925.3162005512369,1,1951,6,799.3775867592212,1,1411770.0931806292
812.9775446147912,3,2006,3,521.3382004937538,1,914142.9560302733
683.6530281796834,2,1982,8,382.1744985896795,1,955659.7569864602
430.59392355029524,2,1988,8,910.8327949627194,0,1080999.4641004086
183.38078848274498,2,2009,10,782.4488736610369,0,866244.263680655
945.0628297824177,0,1998,9,136.56163622147062,1,883994.3529787833
355.8971699165644,2,1993,6,715.9258865911813,0,807516.4228178029
264.6128923808019,2,1964,5,206.81208719096415,1,492807.2853829139
953.2256676521921,3,1984,6,871.1206007378244,1,1538912.6281449762
637.2745580399543,2,1981,9,902.4858009640512,1,1362548.1826130326
959.4121964663296,0,1954,8,585.6402534975122,0,1307192.4689413751
846.5947035614955,2,1975,10,996.242638881619,0,1729107.2577640698
361.8828969172049,0,1975,5,577.6332286341523,0,680077.8124157813
699.3387819647663,2,1989,7,653.6945005613828,0,1125383.8002842183
646.9906901043208,3,2010,10,704.3086026734773,0,1278987.3848486976
457.7277757677976,3,1956,9,937.8541488541357,0,1186511.3359646846
587.8572059662546,0,2009,5,357.9592302520927,1,709159.3884337444
575.1100666777813,0,2007,7,259.28797305276976,0,731167.4813551428
158.34060268106384,2,2004,4,873.057232406938,0,564491.8134249715
261.6060285939644,2,1992,4,685.2650761240145,0,609056.2081806052
591.0106660258443,0,2000,10,887.1451044020213,1,1330680.5192368976
139.1527907953312,1,1981,4,631.8461846407715,1,483397.8131995998
829.123462145242,0,1951,8,743.8317471272578,0,1350381.0725662967
453.11694582566247,1,1952,8,901.9665898998142,0,1089199.8489478559
168.05213024390133,2,1974,7,166.39478640482048,0,537636.5069098313
857.2267392322763,1,2005,8,265.22456766458583,0,928626.9603269215
161.73474086564067,2,1991,3,175.33475746011425,0,336689.9841903069
251.67694503445685,1,1997,6,522.080357532165,1,638429.8526718346
789.9973891966819,1,1956,8,852.7432114039651,0,1419827.7731681496
940.2930240836567,2,1995,7,800.0098658428194,0,1484523.4854972854
131.13195022127417,2,2000,9,165.5570448962854,1,628405.1052111718
154.44800906875253,0,2009,9,765.9375668747297,1,769594.7480972353
534.3646859481821,0,1988,9,380.4545043604515,1,897603.2090696037
477.8951085596578,0,1958,8,740.3717692227335,0,1014956.1361590466
967.0667281784192,2,1962,10,917.7791462123355,1,1795367.7902596924
502.68641077060914,1,1953,4,839.3932452243832,0,904627.0473286877
739.276738613844,3,1952,5,735.3212842825895,1,1141570.0984234603
415.35856367917415,3,1978,9,376.9602801464382,1,856182.0958727786
265.8390134472131,1,1998,5,720.2065987854197,0,665241.7805211443
720.6094668513261,1,1961,6,470.75228707953795,1,937518.6784262345
509.73793400139084,3,1956,5,871.2793778062411,0,1003527.2866260766
612.3189930169315,3,1992,4,901.159423829925,1,1091465.32799699
824.189730552997,3,1974,5,750.9905560710957,1,1238010.577873803
418.09493902976243,2,2002,8,949.3684469388284,0,1085714.9196190173
543.2673172998409,2,1966,8,650.1937804524158,1,1044588.0982515413
556.1683648308649,3,1975,4,761.1946441805511,0,932349.2795153809
161.4572991033722,3,1955,8,687.987593099064,0,731116.0846022386
718.7614040415057,3,2002,10,554.4167934072198,1,1228509.8361654696
499.48999986880006,1,1964,3,853.0607440775533,0,860266.0690669288
639.2474040140359,3,2009,9,438.7558555422108,0,1025089.8774894805
898.2601674342903,3,1979,6,795.7638323051759,1,1404533.6344173907
336.00904184309013,3,1985,5,599.9146617962687,1,705481.1194991285
706.3185743013291,2,1993,10,293.19765605142015,1,998162.5978111777
601.8219652193532,3,1977,9,954.9822508022868,1,1371093.6962867884
586.963906537346,3,1994,5,772.5068076892793,1,1025486.7061648169
942.8360943267497,0,2005,5,849.9566423566571,1,1422586.2354743204
423.17988542519095,1,1998,9,684.3416471601258,0,993743.4917934206
161.49694691759942,0,1956,6,502.9766909851503,1,557859.944917172
408.051002784173,1,2007,9,513.3768217981369,1,897904.346988656
105.5219270000781,3,1990,7,694.9972350566169,1,639461.8282152793
840.3583516772023,3,1989,10,649.7700147135477,0,1406723.9439304576
990.0409349076008,0,1998,4,134.11241334451256,0,636305.141766886
831.511506705068,2,1953,4,794.6587585043784,0,1216125.3566331803
814.4313773373162,0,2004,7,703.1063487123718,0,1248982.5458213403
680.7025643393606,2,1961,7,432.77851410256284,1,941621.1859770236
617.9623230515973,3,1984,4,878.1116101818799,0,1075964.9687942755
611.0106038884458,2,1956,10,213.93234207633026,1,892676.5503744616
464.79100651204436,2,1988,8,771.1868646031803,0,1040389.5164469993
255.97168793943243,3,1950,8,292.3905218649634,0,674332.229466484
687.565765453302,2,1984,5,662.9957102514699,0,1021418.5857901376
122.6599043398214,3,1987,4,683.5723413608173,1,502177.06188179576
308.5819556545447,2,1980,10,874.7374476766748,0,1030573.5885077955
103.81477169461901,3,1967,9,870.3463252025867,0,768034.4686098873
549.2570486256757,3,1961,7,700.0808240223308,0,1036595.8406448812
420.79304107673056,2,1960,8,742.2221507663711,1,986802.088551266
484.407032807073,3,1994,10,675.040834558478,1,1120698.898925155
616.0078393843477,1,1970,4,435.0159365195481,1,740712.2003735482
168.44502514076424,2,1986,4,113.36268304008729,1,378653.6333634515
336.51166345568936,2,1956,4,683.634765626213,1,679319.087911526
307.01454459816216,1,2010,8,560.1653175340196,1,793263.9506218135
897.6955963729325,1,1957,7,428.2867444813331,1,1065427.0519019982
767.1154915638888,0,1950,6,253.20983895839706,1,769881.1184033203
267.3043061280611,2,1951,5,352.0470049961119,1,545721.043928552
854.5145462619532,2,1967,10,254.42211280692257,1,1035722.6434719433
543.4544837488306,2,1994,9,429.97469978441654,1,953591.2229548527
831.2121043331001,1,1965,8,713.7164704236743,1,1340688.5273708035
758.4261672951627,2,2009,5,204.105916802857,0,686690.5435126284
425.49556752643605,1,1996,6,388.1641478593131,0,689098.8398216225
641.5824066985001,3,1994,6,354.92058793612716,0,814231.6895121877
639.5755291890532,2,1997,10,189.808508549024,0,882132.5196082437
928.0611713624857,1,1990,3,575.2679608435154,1,1033378.8517926986
186.55037604826737,1,2004,10,585.9494286153309,1,809260.6534396057
855.5881751497443,3,1971,5,224.0894527844556,1,764376.7981792048
454.2639215047418,2,2006,5,780.3806595014418,1,887664.6692717553
226.53660374033353,0,1968,5,562.3098653238242,0,568755.8980372711
357.52090251196466,2,2004,10,284.8223117223485,0,812035.74952523
256.8486728590565,0,1988,5,958.5030865558344,1,739268.61983511
180.2984946926704,0,1956,10,802.2767562074143,1,855804.3557661304
335.40071725832524,2,1972,8,417.69558402744923,1,765393.8486392766
500.27209330342254,3,1972,10,744.9841226845432,1,1177150.584474974
741.7208784038678,2,2000,7,705.89672402288,0,1204825.2764477655
957.5833732691353,3,1954,3,345.644240848251,0,827463.5102898045
269.3127967052842,1,1973,8,274.1099330898178,1,660989.8189848431
181.5364372607337,1,1966,4,395.8042460538457,0,446119.76244795724
456.27756147504897,2,1970,7,741.0498886315045,1,970325.7750110938
762.7024211388544,2,1952,7,205.24683115216732,0,791079.9725881879
842.8856925572851,0,1956,9,380.42073495526523,1,1077921.0826747322
281.6749744063875,0,2004,3,941.7032842354797,1,659669.3015022972
399.1307941180104,3,1983,5,997.694380030821,0,949275.2255903712
180.13382453100925,1,1952,4,415.5995508713004,0,449229.31063721783
431.65894594083517,2,1971,6,662.1337309029967,1,854660.3318132441
392.4758654368418,3,1960,4,520.400944074703,0,654605.7493789006
599.7674365176501,3,1993,10,325.32988663304565,0,972554.1662197866
731.644070532025,0,1991,9,840.7669204603219,0,1390907.6142893955
503.457248170143,0,1988,7,447.1062287293928,1,818599.232330234
101.18712235004568,3,2002,7,197.74909966422445,1,534365.1757576858
764.1710685334045,0,1981,10,707.080839544493,1,1366301.2539421392
281.3438070318243,0,1987,5,254.5189008394874,1,499358.7977595882
686.0724371645382,2,2000,9,738.8849569847825,1,1286939.2432438075
901.6605562965542,0,1952,6,310.2187606361608,1,889030.1101017755
468.20596605906803,2,1993,6,124.32714093959,1,580518.8334251357
127.77747488741491,2,1992,7,685.3418685725048,1,646059.934139816
939.0612645120169,0,2007,7,874.8022627859342,0,1540430.603898754
363.36871525854673,0,1986,3,477.33026850639806,1,539611.5073672128
755.6755974333294,3,1955,10,902.0667605528732,0,1548221.978202253
408.1660344340378,1,1954,4,433.0992769796024,0,599668.8584686648
857.4534717032487,3,1995,10,417.2834103353736,1,1203979.5103002328
686.855974321047,0,2007,3,996.5301259080791,1,1166241.183669252
363.715033959446,3,1951,7,102.10534184319565,0,589774.8369348741
222.88824946829754,3,1964,6,717.953019169448,1,702023.5856166452
247.02709410237236,3,1981,3,772.8375331256663,1,593454.766887437
799.9263791335675,3,2007,5,963.8884962936863,0,1398811.5474062436
191.16987337775197,3,1952,3,733.7765051244692,1,525341.4140819318
231.2028128269345,1,1999,7,271.466101653685,1,590538.6636455179
632.163775645094,1,2006,10,678.8174964052014,1,1231688.5803165617
213.8549941562502,2,2009,5,290.0288331041001,0,490870.5908548409
148.06712176757856,0,2003,7,162.4236969349848,0,508517.8362006471
274.6262751169078,0,1963,8,939.5332924890372,0,897348.5982235082
362.45499914134035,1,1975,9,551.4658603471397,0,878990.4889100953
461.24784871068255,2,1954,5,164.07108505469907,1,548644.0732698246
725.0446673865861,1,2005,6,549.0617149876455,0,998803.3919950734
782.2076728195232,3,1976,8,915.0248135281729,1,1495002.6715522192
664.4490006719942,3,1990,6,898.2946355176423,0,1242746.5879426443
568.7439392413856,0,1964,9,954.8389287222953,0,1295762.1030089874
158.08995089840408,1,1956,10,929.9283511116578,1,875385.0975205856
509.9965491305145,2,1996,10,105.97568334950246,0,779287.4046632318
195.56563262649394,0,1987,8,306.5632185726832,0,620299.3529901764
848.497360593184,3,1985,9,194.27021221707867,0,931019.8199936725
363.3038947954148,1,1977,6,921.4843213314765,1,905643.4249582397
463.3079317365666,2,2010,6,385.927968907083,1,724322.3281041252
152.4842011227071,0,2009,5,151.26227449792358,0,406262.46006243106
479.9537444765025,1,2005,5,900.7927956764063,0,967252.4229644181
680.3804292261592,2,2004,5,388.3013488135324,1,804756.9210744905
547.2154322984973,2,1988,8,573.5539728608014,1,998799.3349780702
840.9391543539429,2,1951,8,972.6670240468455,1,1601751.1114579656
457.78246811657635,2,1977,5,992.3924453759798,1,1011335.1755230062
954.3595278319423,1,1991,9,262.24222146787054,0,1023850.2461349107
845.1568470992808,3,2009,7,411.61110934855657,1,1036734.5294814429
808.4168408803142,3,1973,4,428.5605905044972,0,873567.021607244
238.07976347824723,0,2007,10,354.06079472589374,1,762381.2777886846
316.41087257085644,0,1985,3,621.5117556838205,1,567740.5301237648
414.6991149871348,3,1980,7,637.2683156048535,1,888960.2800730318
262.47714052442507,0,2002,10,537.587171406901,1,843291.9507574391
167.259814461507,3,1982,8,554.0117054977534,1,707957.5545522898
123.26077912734814,0,2003,6,365.477292918961,0,494564.4286599222
471.2840087193757,3,1983,7,284.51653836698415,1,735180.9239384431
134.05273218920632,3,1982,3,516.7363304258279,0,417646.7411714998
257.4229607278328,1,1964,5,394.70771547604244,1,546929.4819191656
929.1038162918442,0,1954,4,284.039184812773,1,774655.2533142287
548.6906946104446,0,1980,3,122.99175173112468,1,435957.76253792754
193.01150129859866,3,2003,10,608.6421951647569,1,842385.6811141616
897.8700122002288,3,1978,7,438.60413744572884,1,1098631.4560329514
267.1100981990757,0,2000,7,432.52868819429244,1,657618.9894411949
545.5136407781356,0,2003,5,750.1225853135367,0,933620.6204244137
858.5816137187895,3,1978,8,905.0881788531967,1,1571288.3102198697
989.2068988640746,1,1964,10,462.46807079978663,0,1308925.0757193742
213.84170079792818,0,1955,6,235.93708891284754,0,505425.6975611732
728.5404423787403,1,1983,3,699.863552519987,1,981634.5147771526
169.35955325312696,1,1962,5,289.44406708222095,1,465560.30514852324
622.6125413066554,0,1996,8,856.7475266375836,0,1236951.7892463251
793.9855239306237,0,1980,6,762.4509955871034,0,1234359.156417297
403.7668921008501,1,2003,7,167.20134272695043,1,620114.5119443968
646.138531575657,2,1967,3,247.49295718100547,1,579255.1347482367
391.1893410223707,0,1988,9,984.5576031482616,1,1109936.8600928795
379.57103425550235,0,1963,3,944.0384636584403,0,768038.8976332198
399.20825225572906,1,1985,4,573.6654392289972,0,666026.2548734318
683.7369570278232,1,1977,8,544.6562405501513,0,1067348.098277416
656.1302102498677,0,1985,3,440.0857334727136,1,710661.4213539496
921.5266529238613,0,1964,5,338.07757692872485,1,878232.0535547286
837.4562237973611,3,1984,3,519.6546185866532,0,926606.6731969548
622.7371453515741,0,1979,3,751.5238084189326,1,914356.3373682754
654.4692802592201,0,1952,8,978.271521032334,1,1366759.5598175162
597.2946220275796,1,1972,3,589.5809306115364,0,780440.8875889871
709.9022290046902,0,1955,10,457.44771428417107,0,1106894.8014739156
482.031159583657,2,1967,9,724.1872766885399,0,1080057.0930078097
968.4999727562727,1,1994,5,261.38769184384944,0,825488.2479891111
111.11664845640365,0,1965,8,443.45120941623884,0,605178.8878042944
237.89821337241966,3,2007,7,736.3920125635995,0,765468.4308808376
268.0840263231437,3,1971,8,844.6738466718763,0,885904.4579609978
232.80344797351898,0,1966,7,838.9643462227172,1,771549.173218681
632.1779268905096,3,1965,6,717.5442871449437,1,1079983.5728861343
116.73659652545366,0,1977,5,785.969526374908,1,539038.5694058738
191.779344649748,1,1963,8,403.740893758322,1,660674.1338715821
215.65095457244084,0,1956,3,623.8558779766405,1,483762.5519659731
825.4690559462209,2,1953,8,146.270741320182,0,813329.8403335105
858.3357698352053,1,1959,4,871.8431450173055,1,1313161.98286334
694.8140793218249,2,2001,9,638.258796267422,1,1215131.3488363083
453.139501438669,3,2009,3,411.62109849524916,0,586809.2508403597
767.7708986878309,1,1978,8,280.9732967395722,0,901797.4457418715
865.3522966697631,3,1963,4,969.8558970709463,0,1431363.1400318283
434.83097630137803,1,1986,9,539.7421876193714,0,927722.6397221028
706.749002901867,1,1960,10,597.6633765563678,1,1233239.5141999333
724.2833217452616,0,1981,3,370.984371503314,0,692000.3083301188
441.84707551998196,3,2002,6,375.21676759622653,0,712353.5139436987
132.03241909272492,2,1962,3,534.1567973356603,1,413696.4615394835
534.3229584068063,3,1989,4,850.051982495543,0,967441.4019240742
444.43094666860577,3,2002,7,985.9907235858536,0,1096823.9771872177
919.5343533533576,0,1952,7,666.0477319516972,0,1306344.3330502678
166.1007127701347,1,1978,9,943.1738293276273,0,833974.9258149987
986.6523856312238,3,1975,3,324.579301587312,1,828026.3557233898
720.9515215347826,3,1970,9,366.0755409009833,0,1020378.7976738389
921.5692233535345,2,1998,3,928.1338818649796,1,1398183.7478087207
292.33276149318374,0,1998,4,533.4063164859109,1,562669.3880543648
693.9344070728949,3,1997,10,332.4932171716822,0,1028282.6845513122
272.3865072831889,0,1960,9,427.65015358260706,1,759721.4769709948
783.3247031385819,3,1962,6,742.6918172131071,1,1241489.8279240467
126.07832979221502,2,1981,5,490.6163001797881,1,500741.7512604638
478.1236534960136,2,1957,6,538.5358045917037,1,822213.1384804733
371.24289883924564,2,1960,7,316.2530244044588,1,688612.2770019358
796.1795815520342,3,1951,5,125.68978820109521,0,642995.4788585987
925.9438076968551,1,1971,3,560.1334438685351,0,1010654.2232725611
120.73195006108342,0,1978,9,899.3233008649906,1,768518.6324721838
855.58100031877,3,1950,4,916.5284181541292,0,1367363.0374746514
238.70592020903837,1,1961,10,804.2155225086518,0,919678.1858331007
693.5470579756721,0,1985,7,497.44274795308405,0,977401.3797010416
690.2665364623098,3,2004,9,976.0174419793155,1,1488970.5128585787
707.3776288796665,3,1955,4,960.7181920351115,1,1243232.9616227092
723.5722059573734,3,1988,4,270.01223794196267,0,689271.609588282
929.5896761700642,2,1952,4,261.5379198074246,0,765046.6693458041
380.7795625781388,1,1992,7,500.4221203348597,1,772843.5396802989
493.39603516393345,0,1950,9,968.6015687611725,0,1214565.294125681
650.5049371960066,1,2008,6,991.3969433546889,0,1274110.836545046
548.1894756197933,2,1961,5,153.01404320380652,1,574405.3943367243
491.7079252556437,3,1965,8,960.2582936827023,1,1194852.5224504662
905.1223759939655,3,1983,8,593.9901447762445,0,1304771.6644455625
822.9064172082411,1,1971,8,684.0234320392146,0,1300476.3418183725
558.3193913141062,3,1985,9,468.1155445412317,1,999889.3421755857
384.5986709498246,3,1976,9,317.70579160500733,0,803790.5299403503
761.7923926499421,3,1993,6,144.14841151558994,0,700102.9811018928
862.8632162471126,0,1969,8,175.54697563571193,0,837278.4539903596
377.1700435152198,0,1955,8,339.71801756315745,1,733494.001149724
932.2528213329186,0,2000,10,797.3851188198244,1,1612417.6809876233
481.12021434478083,3,1955,3,620.8284054699137,0,726096.9280504214
389.02641361211874,2,1971,7,717.868798847322,1,895294.539267726
652.5094589573208,2,1985,3,377.9523467942495,1,680768.4616987766
226.96912082454355,1,1974,4,750.6605667715819,0,589916.6507227694
920.1165357592084,3,1969,6,107.64636413888518,0,718457.2004360819
812.1999781261927,1,1995,6,941.1636210841361,0,1423405.6624652466
208.88620101627055,2,1978,3,353.28459605170553,0,409884.39862655115
925.2099271669146,3,2001,4,517.1516163041725,1,1042684.6482724356
888.9205470450136,3,1982,10,851.2922729891603,0,1648024.2217585878
665.8138269896215,1,1974,6,257.49723512537423,0,732524.7159500761
940.9355929565611,0,1950,3,863.811263087897,0,1326863.0069351112
796.1636757542927,2,1976,9,440.04984164756337,0,1119069.7716743785
720.602878098621,2,1994,9,757.3821657298838,1,1335456.073917628
892.442231616103,0,2008,9,743.9960337992325,0,1461835.6887132842
366.1449050773923,1,1979,10,363.8377469749771,0,844782.4466166425
366.23352563200257,1,1960,8,598.147866972176,1,857711.0526818847
173.22813148767807,3,2009,6,430.40337487023703,1,576033.30877722
792.0402459262675,0,1964,6,840.8466103205523,1,1307193.1418341526
897.0575564312721,3,1981,8,927.3201592018719,1,1636292.2471517907
724.938851116598,2,1973,3,452.5858680905188,1,784333.8185793628
877.4278308985969,3,1957,5,114.93148498659617,0,660112.078945209
881.795702614582,0,1978,10,432.9116841448136,1,1204984.1976281991
509.5396769099352,2,2002,4,895.7926334784038,1,962467.3920895895
746.2365164722976,2,1994,10,875.2535944026724,1,1510721.3085928643
439.25634597354315,2,1955,9,826.7689426494933,1,1099775.8011992022
355.5692234196275,3,1970,6,201.00263578471157,1,589599.4930318835
965.9233850214882,2,1973,7,736.9189114814033,0,1443648.8461165861
479.8151856125009,3,2004,9,504.08866601000403,0,960338.5596349579
873.0388832752985,3,1976,10,259.76658948072424,0,1055550.7609753583
642.4689260130443,3,1974,10,658.958703315034,1,1249168.7586472481
412.77297534786993,1,1982,6,943.1410940714856,0,966929.1464973638
440.3457906581102,3,1960,9,747.1748822229581,0,1064020.8402646359
856.6323203181164,2,1951,3,554.8649973705483,1,966313.4312002113
279.4824590925003,1,1955,5,496.4219555507097,1,597733.0399945623
511.6858113001823,3,2000,10,810.8998171965135,0,1221725.700460503
158.4518963997911,3,1973,10,508.3092851483478,0,783986.7252639314
332.1689482487677,1,1969,9,928.3697653859897,0,1018527.4152903821
222.76606240841454,1,1967,6,896.4892422843702,0,732984.0173553788
408.4511330307913,2,1994,3,132.10731815476584,0,407813.8220352453
744.070117466177,3,1987,8,962.6332627985369,1,1492246.8448999
439.1878791567127,2,1970,3,829.0365600525018,1,799808.4988333664
513.0705350096712,1,1982,4,944.6567540841471,0,982088.2593646619
526.2314065907769,1,1987,4,117.94983393696327,1,484955.5486340566
643.8223330663377,2,1996,7,173.68874850781685,1,725620.0822420302
245.98399182001324,2,1985,10,776.8590715536603,1,934333.7664725777
174.46749145027812,2,1951,4,802.4938241943098,0,561853.1544205876
952.2203516675839,3,1951,6,234.64376686427795,0,860192.3821750699
359.4471614123945,1,2010,6,504.70631774220817,0,701729.5330701525
785.4757586212329,2,1972,8,361.89194748350394,1,997591.0470984462
580.5211591673237,0,1967,5,849.4358376677241,1,1041299.4246711198
716.0179749511175,3,1957,4,278.8544473264002,0,691520.0498420235
141.41289084951308,2,1960,6,393.3136061303966,0,531203.0741925993
712.8903991530298,0,2010,5,572.7186293712737,1,953993.1602222975
859.4714543792827,3,1953,6,218.18118867887128,0,803787.6973478356
786.8566336841278,1,1989,4,968.803700089756,1,1323342.894467115
592.3590186635765,1,1982,8,545.2352922923997,1,1004601.857334122
133.370439937513,3,1951,8,288.89359680370546,1,617910.2810771868
544.0738773649723,0,1961,6,990.8659688724247,0,1138311.1486836977
343.95996918588526,1,1973,8,760.336004409713,0,907230.9130114022
605.6113876337381,3,2006,5,172.27448399926465,1,618847.6164463134
620.7909807963365,3,1993,3,458.0703718871921,1,730753.2664312264
456.20526601525773,3,1995,3,231.04966956765423,1,495505.5432584877
777.8411368521525,3,1997,9,330.34443834921615,0,1021137.3887504069
413.98640440920235,2,1998,10,817.6137740173521,1,1120131.6954315943
306.6583546670863,1,1957,4,728.4090373243902,1,661076.1894939342
664.3633135349363,2,1953,9,959.5784500886924,0,1428581.728049867
184.81532661587164,2,1962,8,470.5998377753653,0,679815.8600965505
380.8927747911407,3,1968,4,988.7625125373456,0,872218.19346826
460.5794903003748,1,2007,3,580.4170537383573,1,670667.6109633382
168.07501327333574,0,1968,7,549.1528081241017,1,626318.775616478
182.583454525219,3,1982,5,132.55492428819142,0,444377.92317685724
590.3500683256627,1,1950,5,334.5570778246763,1,703392.7592714622
741.054350823229,0,1954,10,810.3086804012034,0,1424335.359613621
910.237861544227,1,1970,5,114.96375826867676,0,650699.3223150608
900.0827348581505,3,1994,6,307.6936401748278,1,917610.9514330198
452.4689165846181,0,2006,8,784.7504343463912,0,1014864.0616817409
655.8791625088174,3,2004,10,938.0040881694684,1,1470143.2520603952
201.08801092312677,3,1959,10,171.52105358964394,0,712012.3064515713
180.04947846840523,3,1986,3,804.6442373061044,0,531272.2056425533
334.9287253300008,1,1973,9,293.97318113441014,1,751597.9358220097
700.8235917672123,2,1979,4,162.66897989149842,0,581603.1884619443
206.50873162104085,3,1995,3,854.2873058667777,1,578152.6224130293
394.4319272949642,3,1978,5,751.5381557908843,0,821933.490478359
996.3436319191737,1,1990,6,114.66405702671159,1,734529.777240623
323.45711582850754,0,2008,7,623.3612916539541,0,767864.5758676962
782.8551561655586,1,1994,3,917.3463238055517,0,1216456.5406229568
153.5484638824927,1,1978,10,930.8407916268848,0,866539.0788473052
741.4183100045168,3,1951,3,702.6258625681056,1,1014460.1865674111
476.642932316918,2,1963,8,412.8762613163651,1,850279.7991992092
691.8027392184323,2,1987,8,234.1329734879183,1,843097.6652550169
118.5162362313202,2,1970,4,136.71516270452318,0,362086.7288436406
787.8348931137363,3,1956,3,887.2388774395237,1,1221043.000558118
247.90633956702354,3,1993,10,640.945719689131,1,899609.1152105305
325.73592048064916,2,1993,3,581.3192778340331,0,571425.9099474539
743.0564856192938,1,1997,5,997.6743029447933,0,1340791.1870366368
646.89040387899,0,1986,5,570.9230850010597,1,903697.2512333744
328.95155266994993,0,1993,3,968.7109000344407,1,726540.7360039899
859.3428732169566,2,1965,3,772.5771947219317,1,1178863.1368510202
150.89616259634568,0,1974,9,390.20739455280176,0,668494.6198465911
286.951477637539,1,1978,6,938.7615026132909,1,826259.7645185662
261.20879589850006,1,2009,10,677.2860446844298,1,901035.6896232986
139.1025169823589,1,1978,8,733.1936508665543,1,708134.3804297925
638.7673687827771,1,2005,3,378.7814452071001,0,655944.8979790369
978.9128752940447,3,1989,9,520.8344239895681,0,1335759.7869481
903.1498605570979,1,1956,6,862.5522876775234,1,1453499.1237361545
694.9628605411817,0,1966,3,542.9040428094096,1,816814.6438993935
317.2318610106362,3,2007,7,692.7469648913973,0,822101.0559260953
781.5093860551318,1,1973,5,585.0034346430523,1,1029635.8939296874
934.5679896803573,0,2007,6,364.51127659973855,0,956704.4812982058
706.2187821756903,2,1980,3,400.2619652185921,1,730042.5286397495
779.8448740290484,0,1950,10,473.12640746572515,0,1166726.4601425705
813.5400368658759,0,1992,8,481.327518980408,1,1103241.3886439642
667.1873864333528,1,1998,3,589.7167897886709,0,835127.4333264427
524.9528274361414,1,1960,10,489.8365213946555,0,1013410.7423274297
570.9234751314443,1,1983,5,190.4355123159351,0,593070.5547340295
935.4500500895939,3,1971,8,861.7004651409744,0,1606053.4302840258
980.4556377604132,0,1964,4,674.4934709500511,0,1217125.0965964615
857.6763781728332,3,2005,3,950.3874123287919,1,1357537.429093562
421.3293676064814,0,1990,3,860.5677175624917,0,773012.564427915
591.7335082589132,1,2003,5,250.97149713906205,0,641603.0669369859
162.29956104169645,1,1967,4,193.55082659054096,1,387227.2740260409
313.9921211074702,0,1994,7,650.0271485048213,1,778251.1193945911
871.144481262088,2,2004,6,144.63885040417964,0,726565.1833690663
144.45426026474132,1,2000,6,918.4804568235634,0,651329.9677937287
652.5985092425474,3,1993,7,685.0172091786989,0,1119578.5656058823
620.6037368942915,0,2001,10,915.4789768971914,1,1383451.0302436661
122.39763693744084,1,1970,5,276.1430151906636,1,440076.84994137986
222.5872932993903,3,1970,6,457.2571604102802,1,618139.9504558927
631.2363532203959,0,1975,5,170.7120635769804,1,598939.1897254769
583.6527400158732,1,1973,9,602.4428088267672,0,1081973.5899526787
127.33736197209113,1,1969,5,128.80226400673772,0,403277.24613317446
564.4399458698895,3,1999,8,642.298630889084,1,1068151.5592003432
119.57090440432634,2,1958,3,187.26496621488985,0,322279.0162564013
361.9580237143842,3,1959,9,671.0665932857362,1,959406.6764162615
320.6935252198059,2,1976,7,408.61963917325454,1,702214.0369780599
167.75810765049297,3,1975,9,749.7499034614963,1,810844.1089048254
706.3355111128592,1,1958,8,232.4998068165482,0,831203.7070693636
486.0690586355859,0,1953,4,985.3241452254479,1,969309.8199252534
322.6173175051505,2,1979,8,622.8066472915359,1,844291.2565833738
341.9389388684965,0,1968,9,875.9047857112138,1,1002874.7713125066
919.3813662258781,1,1984,3,418.3776172538646,0,861360.529781734
595.158411697264,1,1982,9,739.2833570339727,0,1186587.8009105076
328.3324307989792,3,1968,6,823.9380540292502,1,845195.1503460046
561.6461839034023,3,1971,5,806.9009064880959,0,1018252.4033391842
440.8440935028119,2,1967,4,300.1138515024867,1,565671.9802300996
905.8120925778577,1,1995,8,648.7250357327337,0,1338467.4333593145
304.47046240079436,1,1971,7,429.6043194323128,0,684809.8355363928
248.61437231795566,1,1961,6,237.9034766453748,0,531308.5158720026
907.645405582597,2,1989,8,126.03124091017038,0,823882.3517858967
288.0768732332997,1,1992,8,910.5423654866665,1,916709.8658846498
102.03777834243536,0,1971,5,766.0345744425374,1,520203.48058162065
548.9077763544909,2,1956,9,984.543254691639,1,1315855.6592117802
909.2459710569751,1,2010,4,677.1177465532159,1,1170274.029465236
260.6792609688208,1,1981,4,131.41980257036857,0,398869.87102855556
850.7184303272747,1,2001,3,435.3705350579123,1,839153.6473186932
958.2114134192564,1,1986,5,512.7168835560478,0,1087168.3223023142
874.1821864464353,2,1988,7,923.5323160383111,0,1538798.0251109502
800.776823525674,2,2005,10,372.04393334544415,0,1109810.550400492
361.9135328816105,2,2010,4,152.90822903738595,1,455945.3491912275
407.9133660950237,1,1992,9,837.704320325994,1,1064164.5567505853
241.37083001938672,0,1994,7,872.9681313930638,0,786506.288802567
